名稱
路思義教堂整修研究計畫-熱環境調查研究與改善建議案
高屏溪上游集水區水土保持處理及維護需求評估
建築物節能外牆之應用研究
氣候變遷下臺灣九大地下水資源區地下水潛能變化之研究(2/2)
風力發電伺服減速機齒輪節能製程開發
毒性化學物質專業技術管理人員訓練計畫(EPA-104-TB02-02-26)
河口及海岸漂沙觀測技術研究(1/3)
104年度資料浮標系統及錨繫設備更新
WH77-A標瀝青混凝土碳足跡與現地施工機具油耗率盤查
古蹟周邊營建工程及其他開發行為規範研究與執行策略評估
國內BIM元件通用格式與建置規範研究
因應氣候變遷水源設施脆弱度盤查方法研究(2/3)
新型高溫質子交換膜材料技術開發─質子交換膜/磺酸化Imidazole　摻雜技術
複合性災害實驗用實尺寸鋼構屋結構行為研究
104年度七家灣溪水文影像監測計畫
帷幕牆現地試驗方法國家標準化研究
三晃股份有限公司104年度製造業節能減碳服務團計晝之耗能設備效率提升輔導分包計畫暨企業社會責任(CSR)報告書輔導計畫
應用結構物強震監測紀錄檢討我國耐震設計規範中水平及垂直地震力之設計值(二)
既有建築物節能改善之評估研究(1042001INER008)
隔熱漆耐久年限之檢測研究
VISG法　InP單晶體生長之熱流模擬
災害性瞬變海象之研究(4/4)
產業永續發展與因應國際環保標準輔導計畫之企業社會責任(CSR)推廣輔導　分包計畫
公共給水水源及水廠藻毒風險預警及處理對策研究(2/2)
非莫拉克災區與特定事件(颱風豪雨或地震等事件)後LiDAR高解析度數值地形製作之檢核與監審(3/3）
投資組合規劃
104年度「墾丁國家公園遊憩服務經營管理計畫」
流體化床氣化爐之多相流模式建置與測試
大鵬灣風景特定區遊一區綠建築標章評估服務
台18線山區道路（五彎仔路段）邊坡耐震評估及震後災損速報系統雛型之研究
福海離岸風場海氣象觀測計畫
104─105年度近海水文觀測站網維護管理與運作(1/2)
螢幕視訊之異質性內容對分享服務之效能影響前期研究(採購單號:3000427157)
製程揮發性有機物處理單元效率及排放量評估
第19屆(2015年)國土規劃論壇研討會
雷射積層製造相變行為模擬勞務委託(採購單號︰3000427973)
MiracleBand手環之睡眠品質監測功能驗證及醫事人員試用評估
公路邊坡崩塌監測之無線感測網路模組研發(1/2)(MOTC-IOT-H1DB001b)
海域油污監測與擴散模擬技術研發(2/3)
馬可先生食品企業有限公司紅薏仁銀耳露(飲品)、雜糧鳳梨酥、黑麥雜糧吐司產品碳足跡暨碳標籤輔導計畫
臺南市淹水潛勢圖第二次更新計畫
以有機金屬化學氣相沉積系統製備砷化銦鎵鋁材料之費布力-佩若雷射元件於磷化銦基板
有機材料合成技術合作計畫
「福爾摩沙牛樟芝粉」的護肝功能之研究
海氣象自動化預報模擬系統作業化校修與維運
中油公司2015年永續報告書之編製與認證
大客車包租型態產業分析與管理策略(案號︰1040117A)
104年度歷史街區振興補助執行計畫
聯成化學科技股份有限公司企業社會責任(CSR)報告書輔導計畫
台灣玻璃工業股份有限公司企業社會責任(CSR)報告書輔導計畫
東台精機股份有限公司企業社會責任(CSR)報告書輔導計畫
臺鹽公司「2014年企業社會責任報告書」輔導專案
臺灣海域未來平均海平面升降變動率之推估(計畫編號︰MOTC-IOT-104-H3DB003a)
104年綠建築及綠色工廠輔導案委託專業服務案
104年水災災情蒐集服務團計畫
綠建築標章審查作業精進計畫
綠建材標章審查作業精進計畫
GNSS-R接收機雛形體發展(案號︰NSPO-S-104019)
水資源經營管理跨域合作與行政透明研究
國泰化工廠股份有限公司企業社會責任(CSR)報告書輔導計畫
104年度「我國海域礦區石油與天然氣資源潛能評估－南海(3/3)（案號:1040303C）」
國道３號田寮３號高架橋及中寮隧道長期改善設計、監測技術服務委外大地變位監測分析與評估工作(104)
Pharmacoeconomic　analysis　of　echinocandins　in　the　treatments　of　candidemia　and　invasive　candidiasis　in　Taiwan
104年度「我國海域礦區石油與天然氣資源潛能評估－東海(2/3)（案號:1040213C）」
離岸風力機支撐結構與基礎之工程技術、試驗及最佳化設計研究
我國港灣壓艙水污染問題管理法制化之研究(3/4)(計畫編號︰MOTC-IOT-104-H2DB005b)
屏東縣下埔頭、大庄及東海養殖生產區生態景觀型海水供水系統整體規劃-海域水質、養殖區環境及供水站海水鹽度調查工作
港灣結構物受異常波浪影響分析(2/3)
軌道運輸系統營運資訊整合平台建置與應用計畫
104年公路總局永續發展社會責任計畫
集水區環境監測與變遷分析(2/3)
Graph　Searching　for　Threat　Behavior　Analysis相關技術研發
高雄海岸監測調查及離岸堤沉陷原因分析(1/2)
Feasibility　Assessment　of　SDE　Skin　Delivery　and　Formulation　Development
玉山永續環境論壇暨環境奈米科技學術研討會
以工程策略提升液態肥料中之胺基酸含量
104年度地形圖資料標準訂定及推動工作案
飲用水水源及水質標準項目之調查及評估(2/3)
研擬海岸法枋山鄉與車城鄉居民之影響分析報告
北區水資源局轄管水庫堰體水質監測與生態環境調查研究計畫(2/3)-藻毒檢測(契約編號︰S103P138W)
三鶯線捷運系統計畫基本設計及專案管理顧問委託技術服務案─全線二維淹水模擬工作委託契約
103-104年度毒性化學物質環境流布背景計畫(第二年)
太陽船技術評估與商業運轉發展模式分析
固定污染源空氣污染物連續自動監測設施管理暨制度研修計畫
104年度多尺度遙測影像分析與展示平台擴充維護
104年科技委辦計畫品質管理與推廣計畫
104年度數值地形模型相關計畫成果維護管理及整合服務工作案
參加ISO　TC92/SC2標準修制訂工作小組會議
大屯山地熱區高溫硫氧化菌篩選勞務(採購單號:3000428527)
西拉雅國家風景區重要遊憩據點資源調查暨遊客量統計方式研擬案
104年南部科學工業園區社會責任及環保績效展現計畫
即時室內商標辨識與定位技術-需求及特性分析(單號:3000428238)
指定大木作技術保存者許漢珍、廖枝德保存紀錄計畫
台灣礦產資源政策前瞻研究計畫(3/3)
以氧化矽剝蝕法(無有機模板)合成具孔洞結構之吸附/催化材料
北海岸及臺灣海峽中部資料浮標建置
大規模崩塌防減災技術發展與應用
104年度花蓮處轄崩塌影像判釋及調查評估工作
104年度壽豐溪河床監測及分析
石安牧場動福蛋系列產品碳足跡盤查暨碳標籤更新
SWATH船模試驗之研究
企業永續發展與社會責任系列
氮化鋁磊晶技術開發(契約編號︰CSIST-010-V503(104))
「104年產業工作環境改善計畫」分包計畫(2)─安全供應鏈技術輔導
2015台灣無人飛機創意設計競賽
中央警察大學學員生宿舍大樓新建工程候選綠建築證書評估服務
104年度優質企業供應鏈安全專責人員訓練班
臺灣南段山區地下水資源調查─臺灣南段山區地下水資源調查與評估(2/4)
Manuscript　preparation　for　Assessment　on　the　Risk　of　Adverse　Effects　Associated　with　Inhaled　Corticosteroids　in　COPD　Patients　in　Taiwan
應用煉鋼副產品─鈣化石營造海洋牧場先期試驗工作計畫
104年度公司治理與實務研討進修班
2015會計年度委託顧問諮詢查驗登記相關CMC資料 Chemistry　&　Manufacturing　&　Control
104年南科創新創業輔導培育計畫
台南高雄海堤溢淹越波預警系統驗證及建置(1/2)
融熔鹽電解質LiX開發研究(1/2)(採購案號︰XV04B02P175PE-CS)
裕鐵企業股份有限公司溫室氣體盤查輔導ISO14061-1組織型盤查輔導計畫
104年土石流警戒基準值檢討與更新(案號︰1040202086A)
含苯環結構酯化物氫化研究
染料敏化太陽能電池產學技術聯盟服務推廣
群創光電八廠智慧建築前期輔導與標章申請專案
瀚宇彩晶股份有限公司2014年企業社會責任報告書編輯
寶石雲服務平台機制擴建及應用計畫(1/2)
設計人才培訓合作計畫
證券投資實務進階
第15屆亞太地區微分離及分析研討會(APCE　2015)
104年度產業用水效能提升計畫
伸興工業股份有限公司實施104年度製造業節能減碳服務團計晝之耗能設備效率提升輔導分包計畫暨企業社會責任(CSR)報告書
2014年企業社會責任報告書更新輔導
實施執行不佳之機關學校現場節能技術輔導
「104~106年度加工出口區綠色競爭力整合輔導計畫」分包計畫「綠色節能減碳永續管理績效輔導」
台糖公司小港廠ISO14064-1溫室氣體盤查輔導
台灣穗高科技股份有限公司綠建築輔導計畫
白河水庫集水區範圍圖資製作
2015玉山永續環境論壇暨環境奈米科技學術研討會補助經費
高動態RTK接收機之研究(採購單號︰XB04017P200PE-CS)
地下水穩定同位素分析及技術諮詢
「高雄市第70期市地重劃區計畫環境影響評估」民意調查
以液相質譜儀分析N-glycan圖譜工作
智慧化科技管理甘藷處理作業創造農產高經濟價值服務計畫
104年度古蹟歷史建築分區專業服務中心（三區)委託專業服務案
高鐵里程TK324~336區域地質構造與大地位移數據監測及分析
氣象局小琉球海域浮標加載流速流向即時觀測系統
無電解電容驅動電路應用於100W防爆燈設計研究計畫
國有林堰塞潛勢防災監控暨災害調查委託技術服務
104年度嘉義處轄崩塌衛星監控判釋及災害緊急調查分析
去細胞基質材料檢測合作研究計畫
PFC模組研製
台灣區電弧爐煉鋼業廢棄物共同處理體系設立變更計畫
研園工作坊培訓班
彰化海岸環境營造規劃(1/2)
PP管柱耗材
健康器材精進
雲林海岸基本資料調查(2/2)
2015年企業永續報告書編製及查證委託服務作業
104年台南園區環境微振監測系統佈設計畫
傳統大木司阜許漢珍廟宇結網傳習計畫
「新竹市金城段及光復段店鋪、集合住宅新建工程」綠建築服務計畫
海岸環境營造計畫推動與績效查核(1/3)
河川及水庫底泥調查技術與整體環境危害評估計畫-阿公店水庫與河床水深及底泥厚度量測
海岸情勢調查及作業參考手冊研擬(2/2)(高雄及屏東為案例)
104-105年旗山圓潭子段填築場址環境監測計畫
104年度桃園大眾捷運股份有限公司行政大樓建物節能減碳輔導診斷計畫
104年製造業能源管理系統示範應用與推廣輔導計畫-製造業能源管理系統示範標竿輔導分包計畫
生物資材開發系統(業務開辦費)
永安至通霄海管KP27與KP42附近海域海流波浪觀測系統建置與監測工作
氣候變遷下曾文、烏山頭水庫系統供水潛能分析檢討
104年度娛樂漁業漁船遊憩安全輔導計畫
國道3號蘭潭隧道鋪面檢測分析(104)
保水材料之工程特性評估
雷射沉積技術產品高溫疲勞特性之研究(B200-104BE1)
104年製造業產品環境足跡與資源永續推動計畫－產品環境足跡先期示範輔導計畫
彰濱工業區線西西三區填築區水文傳輸係數調查計畫
具備快速pull-down結構與適用於分時驅動法之新式a-IGZO　TFT閘極驅動電路設計
細晶織構EBSD分析委託案(採購案號:3000434853)
淡江大橋第一、二標「工程碳管理暨碳足跡盤查輔導及查證」服務工作-碳足跡盤查輔導工作
歷史建築「鰲峰山營區及原清水神社遺構」修復及再利用計畫
離岸海氣象觀測塔監測資料庫建置與應用模組開發(Ι)
雲端平台系統異常分析技術
設置臺灣工程教育展示室及編纂臺灣工程教育史
能源管理系統示範輔導計畫(國立科學工藝博物館)(104-E0403-D2)分包研究契約書
興達發電廠離岸卸煤作業安全資訊決策系統建置可行性評估
二氧化碳活化再利用之製程評估
技術諮詢、水質調查分析及處理對策建議(契約編號︰S103P137W-02)
臺南市溪北地區里民避難空間使用風險評估之研究
25CM彩色正射影像數值地圖更新製作(台中、彰化、南投、雲林)等(共二項)
104年度阿公店水庫空庫防淤泥砂觀測
臺南市歷史建築新化神社遺構調查研究暨修復再利用計畫案
104年度全民自主防災能力提升及精進計畫
碳酸鈣於旋風式火段燒爐反應模擬分析(採購單號:3000435762)
排放管道中總碳氫化合物與非甲烷總碳氫化合物之調查技術評估計畫
南茂科技股份有限公司TOSHMS管理系統建置輔導及　企業社會責任勞工相關指標撰寫
南茂科技股份有限公司溫室氣體盤查及能源管理系統輔導
典寶溪及宜蘭河國家級防災測試基地監測及加值應用計畫
南茂科技股份有限公司產品環境足跡先期示範輔導計畫
104年度製造業節能減碳服務團計晝之耗能設備效率提升輔導分包計畫暨企業社會責任(CSR)報告書輔導
2015臺德(MOST-DAAD)青年暑期營活動
技術諮詢、水質調查分析、處理流程及對策建議(契約編號︰S103P138W-02)
製造業產品環境足跡與資源永續推動計畫─產品資源永續物質流成本分析輔導
中小企業即時技術輔導計畫(契約編號：05─10410─A014)─新型紫外線吸收劑之研發
中小企業即時技術輔導計畫(契約編號：05─10410─A014)─穿戴式足底壓力分佈感測系統
數位控制之接地降壓型LED驅動電路
資料浮標新一代數據擷取器及資料浮標實體展示模型訂製案
運用於非結構化資料之高階資訊操作技術研究
無刷永磁馬達產線快速品檢模組研究
南科12AP3P4廠區建築物綠建築申請(1833436-12A1KZL)
「水土分離薄層綠化系統」等三案申請輔導委託服務
(104-E0403-B5)能源管理系統示範輔導計畫(海景世界企業股份有限公司)分包研究契約書
能源部門因應氣候變遷調適輔導(1/2)-發電廠環境現況調查與測量及極端氣候事件模擬分析計畫分包計畫
台北市廚餘再利用最佳化技術規劃計畫除於特性、再利用技術之技術諮詢及出國考察相關工作
線性馬達驅動器與控制器之開發
新光產物保險股份有限公司　企業社會責任(CSR)報告書　輔導計畫
新光產物保險股份有限公司企業社會責任(CSR)報告書輔導計畫
統一實業股份有限公司產品碳足跡及ISO 14064-1輔導計畫
產業結構優化推動計畫─提供訪視、診斷及輔導服務
2014年企業社會責任報告書編製推動工作
建築筏基回填材料含鋁渣成份之評估
天然淨水濾材物化特性之研究
固定污染源有害空氣污染物管制暨消費性產品揮發性有機物管制計畫-有害空氣污染物行業調查及環境監測分析研究計畫
104年度空氣污染物專責人員訓練目測判煙課程專案計畫
中鋼鐵路鋪設改質轉爐石道碴成效監測及評估
臺中公園臺中神社遺構歷史調查研究及修復再利用計畫案
液化石油氣重組觸媒製作(採購單號:3000437685)
委託協助影像除霧技術服務
國道3號PAC及SMA路面檢測評估
104年臺南市推動ESCO專案計畫
「南亞節能膜低碳工法認證」申請輔導委託服務案
25CM彩色正射影像數值地圖更新製作(新竹縣、新竹市、花蓮縣)等共四項
化妝品安全檢視之評估研究
104-105年度曾文水庫集水區土地變異及土砂災害監測委託專業服務
104年雲林縣成人菸酒檳榔行為電話調查計畫
具遠端網管功能之不斷電電源系統
客群社群偏好與營運分析技術應用
第四屆海峽兩岸輻射固化技術研討會
自來水管網系統演算技術研究
SCC編碼工具應用於醫療視訊影像之壓縮效率與編碼速度研究報告(採購單號:3000440111)
育誠法律事務所服務合作計畫
冠奕建設深耕十一期住宅新建工程建築碳足跡認證標章評估服務
東和鋼鐵企業股份有限公司企業社會責任(CSR)報告書輔導
蛋白固定化效能測試及菌體醱酵勞務(採購單號:3000440412)
南茂科技股份有限公司水足跡輔導計畫(訂單號:T0834I039A)
台灣穗高工業股份有限公司綠建築輔導計畫服務委託契約書
台多隔音指標量測委託
南部地區低碳永續示範社區擴大推廣及成效應用作業
104年臺南市低碳永續家園運作及成效管考計畫
混成式量子點有機發光二極體製程技術開發
曾文水庫防淤隧道工程象鼻引水鋼管水槽模型試驗
台灣南部鳳山區域以伽瑪射線測井繪製為合成震波圖計畫委託試驗(FEA0400001)
「七星園區二階環評範疇界定補充調查及評估作業」放流口下游海岸地形測量
降壓模組研製
水文水質環境分析-集水區調查與模式分析
新營工務段轄區瀝青混凝土路面評估服務工作(104)
即時室內商標辨識定位研究分析報告(採購單號:3000440312)
JW防災空調導水鋪面低碳工法申請輔導委託服務案
歷史建築「豐原公學校翁子分場校舍暨日式宿舍」修復及再利用計畫
Magnetic　field　effect　in　conjugated　molecules-based　devices
達特王益菌對臨床免疫及過敏氣喘的應用及發展技術服務
「Heat　Mirror雙中空懸膜節能玻璃低碳工法」認證申請輔導委託服務案
研園工作坊開辦費
石安牧場建置能源管理系統
Y2013~2015產品碳足跡(封裝)資料分析(資料庫分析計算及報告書撰寫)(PO.NBR 6100233051)
Y2013及2015測試廠產品碳足跡資料分析(資料庫分析計算及報告書撰寫)
Y2013及2015材料廠產品碳足跡資料分析
「復國墩漁港外航道暗礁清除利用暨復育區建置」委託調查規劃技術服務案
氧化型觸媒開發委託案
太陽能蝕刻設備關鍵軸承零件產品開發計畫
工業局104年度產品資源永續物質流成本分析輔導暨水足跡輔導
龍門(核四)計畫控制室防火窗驗證工作(龍建247)
焚化飛灰固化物特性之研究
一般服務(計畫研究分析)-採購單號:3000441787
中芸漁港波浪觀測調查工作
山月吊橋風洞試驗與分析
臺南海水淡化廠興辦計畫檢討與環境生態補充監測計畫─海域水動力與鹵水擴散模擬分析
臉部偵測演算法
曾文水庫防淤隧道象鼻管安置工程4D模擬
平衡型電能管理系統平台之開發研究計畫開發案(採購案號︰NL1041053)
一日速讀「簡明臨床流行病學」工作坊
生產力建設股份有限公司店鋪、集合住宅新建工程綠建築標章評估服務
複雜串流事件之遞增探勘技術研究
建築碳足跡評估專家LCBA-AP認證課程計畫
中鋼氣候調適風險應變系統建立計畫-廠區災害風險潛勢模擬分析暨建立或調整既有緊急應變子計畫
345　kV充油電纜及XLPE電纜部分放電線上偵測研究(契約編號︰TPC-5460400056)
晶元光電股份有限公司實施企業社會責任(CSR)報告書
Manuscript　preparation　for　Assessment　on　the　Risk　of　Adverse　Effects　Associated　with　Inhaled　Corticosteroids　in　COPD　Patients　in　Taiwan_Extension
Cost-Effectiveness　Analysis　for　Secukinumab　for　the　treatment　of　Psoriatic　Arthritis　and　Ankylosing　Spondylitis　Patients　in　Taiwan
垂直軸風力發電機之風洞實驗測試( 採購案號︰NL1041032)
製造業產品環境足跡與資源永續推動計畫-物質流成本會計廠商諮詢服務
多孔濾片及管柱墊圈
南帝化學工業股份有限公司實施ISO14064-1組織型盤查輔導
歷史建築「北溝故宮文物典藏山洞」調查研究及修復再利用計畫
台北金融大樓(辦公大樓)RN綠建築標章評定服務委託案
企業水足跡盤查機制建立及推動策略之研究(2/2)委託服務契約書
康普材料科技股份有限公司實施企業社會責任(CSR)報告書輔導
104年度多平台製圖技術工作案
城鄉交通系統對長者活躍老化之影響(103-105年) - 104年後續擴充
Effect　of　AC-203　on　stress-induced　destabilization　of　keratin　network　in　keratin　mutant　keratinocytes
104年度高雄市低碳城市行動計畫
「古蹟修復工程工地負責人培訓班」委託專業服務案
104年中部科學工業園區企業社會責任報告書
工業以太網物聯網開發平台
103年度電力學門成果發表會
104年度臺日技術合作計畫項下日方派遣專家來臺指導『人工養灘之規畫執行與離岸堤群佈設成效評估』翻譯及接送等服務
太陽光電模組熱性能及防火性能測試(採購單號:3000448775號)
2015年兩岸土壤及地下水環境保護交流計畫-交流計畫之規劃及管理
Effects　of　epicardial　injection　of　VEGF-A　modRNA　on　ventricular　function　and　neovascularization　following　myocardial　infarction　in　the　Lanyu　mini　pig
Load　axis　control　for　automotive　helical　spring
蘇迪勒颱風相關海象觀測設施災損修復
伸興工業股份有限公司企業社會責任(CSR)報告書輔導
伸興工業股份有限公司實施ISO14064-1組織型盤查輔導
酸酐產品品質研究計畫
熱軋鋼帶層流冷卻均勻性初探
花蓮縣萬榮鄉明利村一號崩塌地特定水土保持區後續監測計畫
行動裝置安全管理技術
批式燃氣碳熱還原爐熱流場模擬與驗證(II)
金亞-建築用防火門及遮煙性能檢測專案
氣體偵測系統整合在機械零件熱處理產業之應用
隔音指標量測
104年度家禽產業結構調整計畫─氫(H)同位素檢測分析
兩段式硝化/脫硝程序模廠驗證(第三年度)
改質瀝青混凝土工程性質、產製特性和績效評估(計畫編號:04921)
高屏溪流域中上游地下水及伏流水調查及開發評估
資料浮標殼體及數據擷取系統採購
SCC編解碼器參考軟體複雜度評估、加速、優化研究報告(採購單號:3000452061)
正型鹼性水溶液顯影PBO之開發研究
高階綠能合金粉末噴製及測試第1項(採購案號︰BV04036PE58PE-CS)
豐原林務局宿舍群及市定古蹟南陽街69、70號調研、修復再利用計畫案
地下管線移動測繪系統第二期評估案
產品工法最佳化以及防火性能及遮煙性能試驗確認案
105年度經濟部智慧財產局「智慧財產專業人員培訓計畫」
105年度產業人才投資計畫
PMP國際專案管理師培訓計畫
台中中龍鋼鐵料場興建工程風洞試驗
封測廠房綠建築設計優化及廠房建築碳足跡模式建立
即時室內商標定位系統(採購單號:3000452067)
伸興工業股份有限公司優質企業(AEO)制度輔導建置
潮位資料計算
國泰化工廠股份有限公司2015年企業社會責任(CSR)報告書輔導計畫
104年臺南市居家服務滿意度調查
金門大橋海流探測工作
